0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Reggaeton,Eddie Dee,Cuando Es/ Wao,4kvArOUsrXUfcbTTzR0D0b,38,0.218,0.838,200412,0.881,0.0,E,0.134,-5.529,Minor,0.124,97.039,4/4,0.889
Classical,Joe Hisaishi,Princess Mononoke - Ashitaka and San,36R0wiZc92Uj3VzkRb4net,43,0.95,0.273,258400,0.151,0.887,C#,0.092,-19.539,Major,0.0295,79.753,4/4,0.137
Childrenâs Music,Natalia Lafourcade,"Amor, Amor de Mis Amores",3dB42OEuVNiktvt3V5JRVI,63,0.14,0.689,237000,0.398,3.08e-05,D,0.128,-6.704,Major,0.0274,105.005,4/4,0.643
Comedy,Doug Benson,New Orgasm Noise,0KPhc9sqjL23DSB3IVuZcD,14,0.709,0.515,75760,0.93,0.0,G#,0.947,-6.918,Minor,0.942,99.77,5/4,0.278
R&B,Niykee Heaton,I'm Ready,20iM52YcaZTrU0hkZOppJD,48,0.743,0.507,208067,0.433,0.0,C#,0.0986,-5.097,Minor,0.0255,143.99,4/4,0.243
Movie,Justin Hurwitz,"Engagement Party - From ""La La Land"" Soundtrack",2bonbKENtFAQQh8U4UEAu5,63,0.991,0.398,87213,0.0662,0.909,D#,0.113,-22.609,Major,0.0401,80.364,3/4,0.326
Reggaeton,Reik,Cuando EstÃ¡s Conmigo (En Vivo),7elZhCGZMuwjOWjuu9zCr7,28,0.554,0.627,248133,0.804,5.58e-06,C,0.965,-6.636,Major,0.0401,108.04,4/4,0.493
Childrenâs Music,Rainbow Kitten Surprise,Shameful Company,35mL8keNDi2VLHrFXZCgJR,53,0.372,0.699,221546,0.458,1.33e-06,C,0.111,-12.357,Major,0.106,129.991,4/4,0.269
Ska,Mustard Plug,White Noise,2GtGiWkbYmuqAFhd61rEq6,15,0.00142,0.524,155840,0.978,9.56e-05,F,0.515,-3.571,Major,0.0785,98.484,4/4,0.532
Comedy,Chris Maddock,"Oops, I've Got Tattoos",6H5xaDPdL0ofUqv3D51CdJ,23,0.758,0.592,100937,0.573,0.0,A#,0.872,-9.248,Minor,0.922,69.095,3/4,0.567
Comedy,Nick Thune,I Don't Need School,1a2oPMtPre1ZHokNxsrnWU,15,0.482,0.471,168928,0.785,0.0,G,0.396,-5.915,Major,0.219,112.341,1/4,0.599
Children's Music,Music Together,By 'n' By,32PRMcrsJVlOwTr3gaQ7bd,28,0.955,0.357,105987,0.127,0.00016,C,0.091,-17.158,Major,0.0414,85.127,3/4,0.615
Anime,Hachioji P,Little Scarlet Bad Girl,0dyY8P9WGg1dzpaWTUcP9Z,19,0.000144,0.459,224338,0.977,1.48e-06,G,0.4,-2.611,Major,0.242,131.967,4/4,0.511
Soundtrack,Trevor Morris,A World Torn Asunder (Gameplay Trailer),0R6A01DZh5A2mcw4CAZkOW,35,0.0739,0.243,123680,0.614,0.931,D,0.0861,-11.331,Minor,0.0492,138.089,4/4,0.0608
Jazz,B-Side,Ya Know,0GZIRveUqfYAOdIXJrJUQW,11,0.604,0.615,120023,0.412,0.92,C#,0.768,-10.28,Minor,0.294,79.943,4/4,0.488
Opera,Robert Merrill,Avant de quitter (Faust),1BekqHkCJ0EaFHQo0CFVFR,7,0.995,0.174,246773,0.249,0.711,D#,0.0621,-11.343,Major,0.0363,71.169,4/4,0.156
Dance,Icona Pop,I Love It (feat. Charli XCX) - Original Version,3VZQshi4COChhXaz7cLP02,68,0.00855,0.714,155337,0.905,2.55e-05,G#,0.146,-2.663,Major,0.0289,125.927,4/4,0.838
Alternative,Santigold,GO! (feat. Karen O),6rx4jBTSagd1W4ZkQI63oK,42,0.112,0.825,203053,0.919,0.000739,E,0.0643,-3.047,Major,0.169,98.595,4/4,0.324
Movie,Choeurs,Georges Bizet : Les voici! Voici la quadrille!,5UYeJd6yh1rl10iJ8GZvrP,0,0.96,0.343,418261,0.268,0.01,A,0.103,-17.293,Major,0.0495,133.952,4/4,0.238
World,Israel Houghton,Love Never Fails,3zho7BP1MatNjOArpPtbDn,30,0.101,0.397,314227,0.615,2.28e-06,E,0.0837,-6.925,Major,0.0536,159.81,4/4,0.314
Childrenâs Music,MF DOOM,Rapp Snitch Knishes feat. Mr. Fantastik,25kGNSv0yGXZKaC79xzrvg,59,0.325,0.728,172893,0.832,0.0,G,0.504,-6.827,Major,0.269,95.049,4/4,0.825
Comedy,Doug Stanhope,"""Hello, Sarah?""",5M4zjTJmld3SSQoSGniBp1,17,0.688,0.633,207573,0.42,0.0,G#,0.917,-16.103,Minor,0.951,127.419,3/4,0.506
World,Aphex Twin,Green Calx,3fFOi1PqxGjFKmWW21uQNa,41,0.0502,0.594,365160,0.865,0.417,G,0.367,-10.206,Major,0.068,117.34,4/4,0.344
Country,Chase Rice,Love Me Like You Don't,78W2ygaBZ00EhRm5N2BifM,34,0.081,0.561,224320,0.812,3.42e-06,D#,0.214,-4.044,Major,0.0292,132.972,4/4,0.842
Rap,Das EFX,They Want EFX,3HCzj965m8Fz2E8wZkir6q,57,0.115,0.755,221400,0.459,0.0,F,0.0851,-12.84,Minor,0.358,98.454,4/4,0.597
Rock,Catfish and the Bottlemen,Fluctuate,59OBV3kRCqepY5cNZiZfT6,71,0.00086,0.413,192053,0.886,0.000216,G#,0.274,-4.166,Major,0.09,160.177,4/4,0.319
Blues,Mose Allison,Young Man's Blues,3YB0DVr8wWLyZmGvnvkUdA,34,0.895,0.628,83613,0.233,0.00963,F,0.123,-14.039,Major,0.18,100.488,4/4,0.532
Rap,Disturbed,Are You Ready,4zvqMZ6g4wKZaPpOQvoBpP,68,0.000107,0.392,261680,0.976,0.0,G,0.271,-2.189,Major,0.107,199.888,4/4,0.521
Hip-Hop,Dr. Dre,Forgot About Dre,7iXF2W9vKmDoGAhlHdpyIa,73,0.0879,0.937,222293,0.731,0.0,G#,0.163,-2.132,Major,0.0815,133.961,4/4,0.626
Childrenâs Music,Manafest,Impossible,473xAny4InLJTlWnUNEwZq,57,0.00877,0.453,238387,0.898,0.0,C#,0.136,-3.132,Major,0.108,160.096,4/4,0.525
Classical,Pyotr Ilyich Tchaikovsky,"The Seasons, Op. 37a: XII. December - Christmas",6zCMG5twYkd0V1wAqeH3cE,32,0.99,0.405,220373,0.0521,0.917,G#,0.133,-25.993,Major,0.0376,119.82,3/4,0.233
Hip-Hop,Darell,Se Nos DiÃ³,0XHGpiFfiwjs2aCSX87DcI,35,0.234,0.767,229491,0.675,0.0,C#,0.101,-4.929,Minor,0.199,142.102,4/4,0.485
Soundtrack,Marcin PrzybyÅowicz,A Gifted Man Brings Gifts Galore,2TIjrhkXVtl9m0v5BRLy2M,38,0.0212,0.202,244348,0.535,0.782,E,0.108,-13.85,Minor,0.0424,179.911,3/4,0.0863
Classical,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act III No. 19a, Pas de six: Act III In the Castle of Prince Siegfried: A Ball at the Castle: No. 19. Pas de six: I. Intrada: Moderato assai",5ihKo4JuLZwvkH4Z0gB7WR,31,0.887,0.406,152800,0.0133,0.0235,F,0.232,-31.135,Major,0.0378,135.556,4/4,0.331
Folk,Paul Simon,50 Ways to Leave Your Lover,6Qb7gtV6Q4MnUjSbkFcopl,69,0.166,0.815,217347,0.372,0.000116,G,0.0767,-12.814,Major,0.0752,101.684,4/4,0.293
Comedy,Chris Rock,OJ - GH Version,6C9DCgGm6biaksyPDxphdc,38,0.738,0.572,331227,0.792,0.0,C#,0.702,-11.517,Major,0.945,51.894,4/4,0.167
Jazz,Count Basie,The James Bond Theme (Remastered),3PGWimTj6eEtgVRyj2AOzD,35,0.783,0.59,229573,0.308,0.122,B,0.0997,-10.12,Minor,0.0455,137.331,4/4,0.423
R&B,Vedo,Come Over,3lmktzMuDDEaz8MyA2QwDf,46,0.374,0.728,174891,0.53,0.0,F#,0.255,-8.522,Major,0.132,114.037,4/4,0.53
Children's Music,Old Town School of Folk Music,Bling Blang,5dpffOM5Fnqk0xzkAc28Nk,11,0.657,0.703,131027,0.325,0.0,G,0.0797,-9.345,Major,0.0547,88.558,4/4,0.635
Jazz,Viktoria Tolstoy,Midnight Sun,0O2cnPY1dKGDfnQghH7ZUI,53,0.834,0.482,275440,0.246,2.95e-05,G,0.109,-12.141,Major,0.0353,119.474,4/4,0.0641
Folk,Steely Dan,Kid Charlemagne,3sqNXrDvCy4nid6XbaA2Cg,50,0.269,0.529,278800,0.691,0.00654,C,0.656,-9.552,Major,0.0717,96.694,4/4,0.752
Country,Old Dominion,New York at Night - Remix,59wIRZMCUccEB0Piht3s2b,38,0.239,0.343,184784,0.875,0,A,0.895,-2.963,Minor,0.155,119.9,4/4,0.247
Childrenâs Music,Microwave,Lighterless,1HZsIsx0eNztnMwZ2M2NHH,48,0.000642,0.461,246933,0.875,0.0156,C#,0.384,-4.945,Minor,0.0466,132.099,4/4,0.348
Reggaeton,Magnate,Disimula,7gW1Ep1PfitNMGetAKdhn8,24,0.0281,0.787,135809,0.634,1.08e-06,B,0.101,-6.829,Minor,0.0765,94.993,4/4,0.479
Rap,Kanye West,Ye vs. the People (starring TI as the People),69b0SDYOymaqYwm3la237H,53,0.0568,0.464,202641,0.822,0.0,C#,0.103,-1.881,Major,0.294,79.973,4/4,0.722
Rap,SZA,Julia,3oUSdLtRYOSvXcLMrHctv7,53,0.00866,0.666,219643,0.688,9e-06,C,0.0964,-7.071,Major,0.031,111.02,4/4,0.433
Opera,Giuseppe Verdi,La Traviata: Overture,6xKkCbhqnZoMTLeUyVrm7H,24,0.967,0.262,213267,0.166,0.904,B,0.358,-19.585,Major,0.0403,122.74,4/4,0.0545
Ska,Reel Big Fish,Everything Sucks - (Skacoustic),235riK2TfcQlSsOKdiC7Ez,22,0.183,0.617,179880,0.702,0.0,F,0.249,-3.181,Major,0.0966,97.122,4/4,0.961
Reggae,Steel Pulse,Not King James Version,3sNTB1CNO6itkkbLF9Pd1T,40,0.112,0.74,249093,0.695,0.0,G,0.126,-10.001,Major,0.15,164.436,4/4,0.92
Electronic,Little Dragon,Sway Daisy,1bGeuAW0yMQmzHPd2Y2rvM,34,0.427,0.581,227573,0.5,7.98e-05,E,0.111,-8.272,Minor,0.0313,129.05,4/4,0.272
Folk,Ãsgeir,Going Home,1vlt1z8Ez6SueIfCE2pm9A,45,0.711,0.423,290890,0.278,0.603,G#,0.111,-13.018,Minor,0.0358,180.074,1/4,0.289
R&B,Daniel Caesar,Hold Me Down,1Mza2sr6tPhy6jjI3HB9fW,71,0.628,0.463,231268,0.427,0.000565,G#,0.0911,-9.799,Minor,0.0549,116.059,4/4,0.231
Electronic,Ghastly,Everybody (feat. Sam King),0VdZW022xxbEbZlQpuCNYw,42,0.00741,0.788,217500,0.966,0.293,C#,0.121,-3.102,Major,0.0475,128.019,4/4,0.49
Children's Music,Kimbo Children's Music,Ronde de jambe par terre: Waltz,4GgAkzPlWxHmLeL1nrbFlA,3,0.996,0.501,116000,0.53,0.968,C#,0.153,-14.28,Major,0.0654,115.234,3/4,0.716
Indie,The Stooges,I Wanna Be Your Dog,672N8DGGTOLCOgWe0koX5g,62,0.0229,0.527,188560,0.871,0.155,E,0.419,-8.708,Major,0.0354,120.722,4/4,0.107
Rock,The Beatles,Come Together - Remastered 2009,2EqlS6tkEnglzr7tkKAAYD,79,0.0302,0.533,259947,0.376,0.248,A,0.0926,-11.913,Minor,0.0393,165.007,4/4,0.187
Anime,Shigeru Umebayashi,Ending Title,7GIQbRV1UqprsXzof2EaN7,15,0.692,0.2,303747,0.319,0.913,A,0.103,-14.668,Minor,0.039,127.245,4/4,0.0655
Rap,Tory Lanez,Pieces (feat. 50 Cent),4fdXiz0uJKg3HUOVj1p6iL,57,0.273,0.746,348333,0.749,0.0,C#,0.094,-7.875,Major,0.5,113.241,5/4,0.658
Childrenâs Music,The Goo Goo Dolls,Better Days,2CWYATyxjd8tOsXdyuRWUv,51,0.00174,0.486,213267,0.592,0.00114,G,0.0935,-5.176,Major,0.0298,113.228,4/4,0.329
Country,Neal McCoy,If I Was a Drinking Man,7r6binXQwtRAU3reoVpWwg,37,0.533,0.651,197037,0.373,0,F,0.205,-8.582,Major,0.029,125.204,4/4,0.225
Blues,"Albert Hammond, Jr.",101,5xtNbi59ZqyXnIRS5OxUfm,32,0.000886,0.524,207173,0.778,0.579,E,0.242,-3.645,Major,0.036,119.958,4/4,0.528
Folk,Brooke Annibale,Hold On,3glYQ4YNwESwCD4peCZpFq,51,0.162,0.284,229933,0.446,0.0749,G#,0.166,-11.035,Minor,0.0341,117.387,3/4,0.148
Reggae,Marvia Providence,It's Raining,5Mu9D1BCD6eAiyaWlKu65V,25,0.2,0.584,166547,0.885,0.0,C,0.087,-3.334,Major,0.111,121.616,4/4,0.747
Rap,Bow Wow,Let Me Hold You,1oNToERLIN71YCPLbRIQGQ,62,0.0915,0.815,248493,0.662,0.000409,F#,0.0898,-8.244,Major,0.199,151.518,4/4,0.611
R&B,BeyoncÃ©,Crazy In Love - Live,1DJfcWfj5dSIzksFpnRr3S,51,0.0496,0.562,323733,0.967,7.37e-05,A,0.953,-4.919,Minor,0.271,99.13,4/4,0.268
Soul,Don Julian & The Larks,I Want You Back - Remastered,1ZWoj485L6n4QRN0ahm5iY,45,0.852,0.619,188627,0.271,0.0,C,0.327,-10.129,Major,0.102,158.866,3/4,0.681
Indie,Black Kids,I'm Not Gonna Teach Your Boyfriend How to Dance with You,46BMGjAnLVVR1gZcayw93j,46,0.000343,0.478,217707,0.927,0.0,C,0.359,-4.266,Major,0.047,125.346,4/4,0.775
Indie,Nia Sultana,Positions,4b0AWoF0BfvGdgJjjEgLiJ,49,0.489,0.639,146824,0.535,0.00126,C#,0.109,-7.714,Major,0.0596,84.975,4/4,0.321
Reggae,Natiruts,Deixa o Menino Jogar - Ao Vivo,3FVbCkeHiaG6ljtI37OUrb,55,0.266,0.643,276747,0.623,6.25e-06,F#,0.691,-6.949,Minor,0.0351,141.912,4/4,0.526
Anime,Nobuo Uematsu,"Prelude / Opening: Piano Opera Version (From ""Final Fantasy I"") [For Piano Solo]",2bS2XhynkxwiZElNGfH2pp,14,0.973,0.405,247275,0.0833,0.92,D#,0.111,-23.605,Major,0.0519,102.887,4/4,0.0531
Classical,Antonio Vivaldi,"The Four Seasons - Violin Concerto in E Major, Op. 8 No. 1, RV 269 ""Spring"": I. Allegro",4NBzKTxs0Tgr8tyjdo4Qz9,41,0.878,0.4,194667,0.126,0.759,E,0.104,-15.71,Major,0.0374,110.685,4/4,0.273
Jazz,Zaz,Champs ElysÃ©es,61C3u9OeAUq6fH2mrEpcan,39,0.406,0.641,175856,0.49,0.0,D,0.141,-5.718,Major,0.0604,118.725,4/4,0.602
Dance,Usher,You Decide,43O1LuFW6QIJ20RSV8gC4g,60,0.205,0.747,212920,0.533,0,C#,0.119,-6.326,Major,0.0403,139.937,4/4,0.38
Movie,George Bruns,Forbidden Mountain - Score,3VhdTVrcZtKStc6lpNj2AD,2,0.963,0.395,171733,0.195,0.805,F,0.293,-16.634,Major,0.0414,128.911,4/4,0.0716
Ska,NOFX,East Bay,2VWIrQQq0kc99I3bEhunVG,22,0.00339,0.399,113667,0.866,1.91e-05,C,0.132,-9.228,Major,0.285,143.527,4/4,0.46
Soul,Brenton Wood,Take A Chance,4w4ng6M6OyJle0r0uiDDFO,41,0.367,0.8,146947,0.464,1.87e-05,D#,0.0903,-7.778,Major,0.0402,95.184,4/4,0.806
Rock,The Who,Who Are You,02DurCgOvDdX0uKEjqcl3W,64,0.299,0.653,381627,0.631,0.00265,A,0.0627,-11.334,Major,0.0461,156.32,4/4,0.516
Electronic,DROELOE,Kintsugi,2ojIFOZEhTBtDpO27UWhcb,57,0.00183,0.659,208500,0.763,0.0129,C,0.0578,-6.17,Major,0.0819,160.02,4/4,0.265
Reggae,Giant Panda Guerilla Dub Squad,Nice Feeling,1jDsi54nb7mgVT57VrNxFj,24,0.0147,0.84,248175,0.641,0.000381,B,0.252,-8.957,Major,0.0577,133.82,4/4,0.945
Hip-Hop,NAV,Freshman List,45pufTUf5x1CWEyXJxGdA6,68,0.13,0.744,186853,0.568,0.0,B,0.11,-8.08,Major,0.32,172.047,4/4,0.371
Opera,Gaetano Donizetti,"Lucia di Lammermoor / Act 1: ""Regnava nel silenzio""",0tfitLOGSXTOXl13uaRRJA,11,0.982,0.247,247933,0.138,0.000208,G,0.255,-18.226,Minor,0.0779,78.005,4/4,0.0393
Classical,Edvard Grieg,"Fra Holbergs tid (From Holberg's Time), Op. 40 (version for orchestra): IV. Air",2FR2V6DXmSS6GIaYs9nQ49,34,0.977,0.153,242000,0.0327,0.827,G,0.104,-24.234,Major,0.0415,105.257,3/4,0.0379
Dance,T.I.,Rubber Band Man,5Rkbnhwkb6oiqq1HQcXirN,52,0.141,0.601,347507,0.768,0,G#,0.482,-5.712,Major,0.386,152.45,4/4,0.634
Soundtrack,Michael Giacchino,Fiesta con de la Cruz,4jKObvjOk0onvRBJK3pyqS,37,0.411,0.739,153120,0.567,0.75,G#,0.106,-5.814,Major,0.0745,119.9,4/4,0.432
Reggae,Bob Marley & The Wailers,One Dub,5C5KjGEj0IPKV2hrjOUtjU,25,0.0138,0.817,233387,0.163,0.499,C,0.0761,-16.809,Major,0.191,122.216,4/4,0.518
Blues,Willie Mitchell,Grazing in the Grass,0O2xpFdqvuJKcnMb4B6hfU,30,0.855,0.637,145267,0.635,0.899,D,0.315,-6.432,Minor,0.0278,106.761,4/4,0.929
Country,Montgomery Gentry,Good Ol' Boys (Dukes of Hazzard Theme Song),1oYtYJLOWKVi0WlRAf3s8U,39,0.0902,0.65,170827,0.889,0.109,G,0.0791,-6.091,Major,0.0298,144.154,4/4,0.799
Movie,Chorus,Swami Samartha Majhe Aai,3nGNIiz4PTsZ7cRhNNuSd2,0,0.228,0.684,203492,0.746,0,G#,0.196,-5.847,Major,0.0448,107.854,4/4,0.745
World,Skee Mask,Soundboy Ext.,0EMy98IOnpGeGwQ6n1shag,38,0.0189,0.456,291029,0.722,0.895,D,0.297,-12.615,Major,0.0543,168.011,4/4,0.0393
Classical,Carl Philipp Emanuel Bach,"Symphony No. 1 in D major, Wq. 183/1: Symphony No. 1 in D major, Wq. 183/1: I. Allegro di molto",7125Z776uNesKF0pNYU3lU,54,0.912,0.292,377200,0.164,0.0296,C#,0.177,-17.792,Major,0.0342,149.46,4/4,0.284
Electronic,Virtual Riot,Preset Junkies,5pUFt7Naaolk6dM0SwmHPv,32,0.00729,0.46,224089,0.955,0.00235,C#,0.343,-3.647,Major,0.329,151.28,4/4,0.545
Electronic,Lionrock,Fire Up The Shoesaw,1d8BadAgtbQGR1FkLMFnxA,22,0.0326,0.676,343600,0.754,0.674,C#,0.374,-11.037,Major,0.0457,110.027,4/4,0.748
Country,Jawga Sparxxx,"Rippin It up (feat. Bubba Sparxxx, Boondock Kingz, Porch Matthews & Jawga Boyz)",6BOqVMxqQxkxknO3COfzrG,50,0.19,0.825,192215,0.468,0.0,A#,0.323,-5.998,Minor,0.0477,91.032,4/4,0.24
Reggae,Vybz Kartel,X (All Your Exes),6b7ugyYbZi43pMlfZFg08Y,44,0.25,0.852,185882,0.812,0.0,B,0.206,-5.059,Major,0.0964,101.973,4/4,0.834
Movie,Audra McDonald,Foolin' myself / Somebody's on My Mind,6dhwLNPGQ0JjYfr7LttPUm,4,0.807,0.557,136440,0.128,0.000351,G#,0.103,-19.226,Major,0.0584,107.394,4/4,0.2
Rock,Poco,Crazy Love,4l6uTQ4A2eWZrOzjgm1bey,53,0.207,0.303,176800,0.262,0.0,D#,0.154,-19.256,Major,0.0329,164.584,4/4,0.599
Opera,Adolphe Adam,"Giselle: Act II: Entree du Prince et apparition de Giselle (The Prince Enters, Sees the Spectre of Giselle)",3GWxa02LP05rrfgvxSCxYR,12,0.733,0.124,602760,0.0168,0.108,G,0.117,-29.461,Minor,0.0397,70.982,4/4,0.039
Soundtrack,John Williams,Escape from Venice,0CIKDuLCnle2s55Naf3CL0,27,0.839,0.311,262480,0.384,0.877,A,0.267,-11.109,Minor,0.0388,99.05,3/4,0.148
Alternative,Grizfolk,Rarest of Birds,6ZXA2t6fnTwPJv6nSa1TDi,22,0.0349,0.673,223880,0.528,0.000643,D,0.492,-10.243,Major,0.0325,92.991,4/4,0.369
Movie,Jim Cummings,Life in the Swamp,642SBDlNq3BoDHphvmxNC2,25,0.558,0.636,130773,0.572,0.000538,D,0.245,-5.209,Major,0.161,190.023,4/4,0.78
Children's Music,Kimbo Children's Music,March,0yXo8HMaYvAm7BWH2EBPPh,0,0.934,0.572,94640,0.314,0.0,A,0.145,-10.651,Major,0.0515,114.538,4/4,0.545
Reggae,Quique Neira,Continente,1PlgnixBAghU7Nvct5EaXw,39,0.277,0.694,301093,0.584,2.62e-06,A,0.0634,-6.295,Major,0.0319,134.01,4/4,0.747
R&B,Jonathan McReynolds,"Not Lucky, I'm Loved",4KuFyYtKIizLOjfofjxZT8,51,0.0146,0.556,408814,0.843,1.53e-05,C#,0.784,-7.324,Major,0.0555,112.935,4/4,0.403
Opera,Giuseppe Verdi,"Verdi: Aida, Act 4: ""RadamÃ¨s! RadamÃ¨s! RadamÃ¨s"" (Ramfis, Sacerdoti, Amneris)",4mBUycKYiPbblZBIcRXlqm,7,0.987,0.285,231560,0.109,0.000976,C,0.746,-16.737,Minor,0.0457,134.659,4/4,0.039
Folk,Modest Mouse,The Good Times Are Killing Me,1fBO9S4vo5cfCfRK1Ofaxa,52,0.386,0.691,256800,0.551,0.00115,F,0.223,-8.984,Major,0.0389,93.979,4/4,0.654
Anime,Sheena Ringo,ããã¯ã«ã»ã¸ã¨,7xzJp45eBA4t1AUEcxkul6,37,0.00798,0.449,196720,0.889,0.00547,E,0.275,-2.309,Major,0.0361,138.958,4/4,0.546
Hip-Hop,Kodak Black,Young Prodigy,6oc6nO8gds2vYHtt1WnCXL,56,0.109,0.839,189518,0.613,0.0,G#,0.168,-5.685,Major,0.327,136.081,4/4,0.533
Jazz,Nujabes,Another Reflection,6fzsRmsi50Wa6snAArkfkf,33,0.334,0.627,224187,0.522,0.878,C#,0.113,-10.848,Minor,0.0966,175.933,4/4,0.498
Comedy,Andrew Dice Clay,Sid/In Toilet,7eVYC8O1Ov1g7hFEfNAPw4,11,0.552,0.648,151467,0.846,0.0,G#,0.362,-2.627,Major,0.8,108.831,4/4,0.396
Dance,Dido,White Flag,3adnLFXKO5rC1lhUNSeg3N,55,0.306,0.509,240600,0.538,5.03e-06,F,0.091,-6.835,Major,0.0379,170.111,4/4,0.284
Ska,Screeching Weasel,Little Big Man,206PdzBku4yzYOF2Osejs8,18,0.0197,0.742,160973,0.947,0.0,C,0.134,-3.503,Major,0.0396,121.99,4/4,0.712
R&B,Mariah Carey,When I Saw You,3Iq58ceNpVxghuRWqMLGHy,48,0.363,0.491,263627,0.43,0.0,C,0.0822,-9.56,Major,0.0333,130.15,4/4,0.0871
Opera,Antonio Caldara,"Sebben, Crudele (Arr. Voice & Electric Guitar)",7ufyWtsEK4gBwtBWHMEuQb,21,0.984,0.515,157693,0.0594,0.000137,E,0.0976,-16.057,Minor,0.0393,109.119,3/4,0.185
Indie,Beach Fossils,What a Pleasure,6p5oyiuAmfNdm526xamHxf,56,0.000176,0.523,152685,0.938,0.929,D,0.32,-4.362,Major,0.0652,152.009,4/4,0.877
Jazz,Leslie Odom Jr.,Without You,4bk39CrNtVfucqZDeSMjYh,49,0.475,0.397,277653,0.199,3.42e-06,C,0.118,-12.194,Major,0.0315,113.932,4/4,0.0484
Indie,Neutral Milk Hotel,Two-Headed Boy,19Ov4l8mtvCT1iEUKks4aM,56,0.705,0.342,266107,0.613,0.0,G,0.14,-4.084,Major,0.0311,145.84,4/4,0.267
Dance,3LAU,Touch,5JKU2tXiG3yvJtefNwe7ZQ,66,0.0166,0.576,205773,0.797,3.23e-05,B,0.21,-5.476,Minor,0.0499,110.051,4/4,0.137
Rock,Spin Doctors,Two Princes,4ePP9So5xRzspjLFVVbj90,73,0.00162,0.543,256733,0.912,2.1e-06,G,0.0565,-10.71,Major,0.0601,103.731,4/4,0.836
Childrenâs Music,Frank Carter & The Rattlesnakes,Crowbar,78n9Kl5xJjWfUPEYUAhhG1,58,0.0922,0.572,140880,0.639,1.64e-05,F,0.563,-6.196,Major,0.0506,179.857,3/4,0.804
Folk,Loreena McKennitt,Dante's Prayer,0OnLEiVE6lC66uVvhCkzhw,37,0.975,0.235,433400,0.172,0.282,C,0.0769,-18.301,Major,0.0325,108.118,4/4,0.071
Classical,John Corigliano,"I. Cremona, The Red Violin",6rmtZO2W5bP5Zy6LYAKDnx,32,0.725,0.26,93533,0.0746,0.541,B,0.473,-21.479,Major,0.0439,92.817,4/4,0.0336
Hip-Hop,Young Thug,Never Had It (feat. Young Dolph),0xkWhXID4JvV36qh0ptR87,51,0.0775,0.78,254520,0.606,0.0,C#,0.0737,-6.16,Minor,0.14,105.989,4/4,0.205
Country,Trace Adkins,Ladies Love Country Boys,13Oda4GsHXzRAfquxWkrzA,59,0.0539,0.661,221413,0.959,1.74e-05,G,0.381,-4.439,Major,0.0408,116.284,4/4,0.96
Folk,Bob Dylan,Masters of War,7xVpkVkd1klTzLJEysIR7z,52,0.613,0.556,271360,0.273,3.27e-06,F,0.188,-15.973,Major,0.0372,166.064,3/4,0.692
Folk,kwassa,Dive In,0Cw4EjuGqEqbxOWSy0iIUw,54,0.248,0.708,200637,0.78,0.0101,G#,0.107,-8.377,Major,0.0585,104.973,4/4,0.619
World,Cantoma,Early Till Late,7ox65Ai0CxYpK2kK2IrWJ1,36,0.985,0.328,285893,0.0709,0.876,A,0.108,-21.161,Minor,0.0484,73.667,1/4,0.0504
Pop,Hozier,Would That I,37zuIvk4KBkAxxLJsxJaHq,65,0.243,0.521,268293,0.526,0.00537,F,0.108,-6.032,Major,0.0281,130.694,4/4,0.502
Opera,Richard Wagner,"Wagner: Tristan und Isolde, WWV 90, Act 1: Prelude (Langsam und schmachtend - Belebend)",60z2AP55fwChiAq8hw4Dkl,22,0.966,0.0715,614787,0.0673,0.885,A,0.118,-23.17,Major,0.0448,77.183,3/4,0.0265
Classical,DragonForce,Black Winter Night - 2010 Edition,4FFZW2o1TXnPSwLyk5Hec8,23,0.00202,0.139,390493,0.956,0.0,E,0.0621,-3.143,Major,0.0754,199.441,4/4,0.212
Comedy,Franco Escamilla,GeneraciÃ³n X,5ITmGs3gDIsLG6wbwI8Xan,34,0.929,0.492,662083,0.917,0.0,F#,0.0704,-7.169,Major,0.952,83.86,3/4,0.174
Soul,Asiahn,Like You,0q2bjrLKP9FAGQalGgrk1P,43,0.383,0.616,184033,0.409,0.0,C#,0.14,-8.427,Major,0.298,77.608,4/4,0.453
Blues,Eric Clapton,Old Love,0KaAAVQxLIjB7HtjwlCZ5p,35,0.633,0.71,384467,0.387,0.00442,A,0.121,-13.034,Minor,0.0349,142.032,4/4,0.528
Hip-Hop,Mike Jones,Back Then,5krOROgmf8adn3SJzeKLZy,56,0.0101,0.776,244187,0.736,0.0,A,0.18,-6.308,Major,0.255,159.838,4/4,0.536
Children's Music,The Countdown Kids,Jolly Old St. Nicholas,4bYzkXgRhgxeUO2ReCcDSn,0,0.756,0.463,164133,0.168,0.0,F,0.443,-11.789,Major,0.0348,78.824,4/4,0.547
Movie,Chorus,Swami Swami,2lvqHppJkDqwPePNk0FnOf,0,0.903,0.354,252465,0.515,0.000371,D,0.493,-9.934,Minor,0.0323,99.096,4/4,0.591
Rap,Kanye West,Facts (Charlie Heat Version),3MnbXlC1N7GdS9M8HzA6no,62,0.0465,0.769,200733,0.648,0.0,C#,0.201,-3.78,Minor,0.177,142.074,4/4,0.401
